resort,ski_week,predicted_visitors,rating,cross_country_trail_length,ski_area,altitude,num_runs,num_lifts,num_terrain_parks,longest_run,beginner_terrain_%,intermediate_terrain_%,advanced_terrain_%,ski_lessons_available,snowboarding_available,tobogganing_available,cross_country_skiing_available,snowshoeing_available,childcare_available,ski_in_ski_out_available,num_food_vendors,num_accommodation_types,dingo_walks_available,freestyle_programs_available,night_skiing_available,race_programs_available,ski_touring_available,snow_tubing_available,husky_sledding_available,max_temp,min_temp,rainfall_amount,distance_from_melbourne,distance_from_canberra,distance_from_sydney,distance_from_bendigo,average_snowfall,num_snowfall_days,average_mountain_base_snow_depth,max_mountain_base_snow_depth,biggest_snowfall
Falls Creek,9,0.3559681594363675,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19006223740116135,0.2773797816443243,0.3751270755676043,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.5862068965517241,0.625,0.68,0.8783783783783784,0.6333333333333333
Falls Creek,10,0.4006734006734007,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27867226950301155,0.4134311191970614,0.36225008471704506,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.5862068965517241,0.625,0.68,0.8783783783783784,0.6333333333333333
Falls Creek,11,0.46826647982717345,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086381424374494,0.38809234104635065,0.5528295493053201,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.5862068965517241,0.625,0.68,0.8783783783783784,0.6333333333333333
Falls Creek,12,0.5003211303789339,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41307706750290085,0.372727727291953,0.4041003049813622,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.5862068965517241,0.625,0.68,0.8783783783783784,0.6333333333333333
Falls Creek,13,0.4747280123002666,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5552410795691806,0.5450020835533894,0.3433412402575398,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.20689655172413793,0.375,0.56,0.8783783783783784,0.3
Falls Creek,14,0.4223351044160293,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343446304172335,0.622008500754412,0.2669264656048797,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.20689655172413793,0.375,0.56,0.8783783783783784,0.3
Falls Creek,15,0.4045269652206068,1.0,1.0,0.1399662731871838,0.34107402031930334,0.8850574712643678,0.2564102564102564,0.3333333333333333,0.4368932038834951,0.0,0.8888888888888888,0.41379310344827586,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.425,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5787497653633811,0.5854854571896432,0.3392409352761776,0.6012658227848101,0.7057291666666666,0.4808743169398907,0.47635135135135137,0.10344827586206896,0.125,0.38,0.527027027027027,0.2
Mt. Baw Baw,1,0.13248087814561804,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546052283258548,0.7390215850601468,0.9149440867502543,0.0,1.0,1.0,0.0,0.1724137931034483,0.375,0.02,0.0,0.3333333333333333
Mt. Baw Baw,2,0.05943831377357389,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129422920724672,0.6579381615146171,0.6658759742460183,0.0,1.0,1.0,0.0,0.1724137931034483,0.375,0.02,0.0,0.3333333333333333
Mt. Baw Baw,3,0.15209902493139488,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36562648917382057,0.568564047052222,0.32124703490342255,0.0,1.0,1.0,0.0,0.1724137931034483,0.375,0.02,0.0,0.3333333333333333
Mt. Baw Baw,4,0.2748292170257488,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367190846848496,0.554396199730354,0.4903422568620807,0.0,1.0,1.0,0.0,0.1724137931034483,0.375,0.02,0.0,0.3333333333333333
Mt. Baw Baw,5,0.3218115645861311,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916058974164055,0.5705642137347682,0.8559810233819046,0.0,1.0,1.0,0.0,0.3103448275862069,0.5,0.08,0.08108108108108109,0.3
Mt. Baw Baw,6,0.26262626262626265,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2838948174323128,0.4285857155060063,0.9783124364622162,0.0,1.0,1.0,0.0,0.3103448275862069,0.5,0.08,0.08108108108108109,0.3
Mt. Baw Baw,7,0.1425235009050038,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707527689385264,0.5423951996350768,0.3436123348017621,0.0,1.0,1.0,0.0,0.3103448275862069,0.5,0.08,0.08108108108108109,0.3
Mt. Baw Baw,8,0.04024834082637551,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4048076321641546,0.5137594799812583,0.5615045747204338,0.0,1.0,1.0,0.0,0.3103448275862069,0.5,0.08,0.08108108108108109,0.3
Mt. Baw Baw,9,0.0118915552441564,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2981328789759748,0.46955579634319083,0.4774652660115215,0.0,1.0,1.0,0.0,0.3448275862068966,0.375,0.12,0.25675675675675674,0.3
Mt. Baw Baw,10,0.056596796481189544,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4329323764507052,0.6044070338555978,0.5360555743815656,0.0,1.0,1.0,0.0,0.3448275862068966,0.375,0.12,0.25675675675675674,0.3
Mt. Baw Baw,11,0.12418987563496234,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44595745912046486,0.552900741730862,0.76753642832938,0.0,1.0,1.0,0.0,0.3448275862068966,0.375,0.12,0.25675675675675674,0.3
Mt. Baw Baw,12,0.15624452618672272,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409629062902704,0.6105675472316796,0.5364283293798712,0.0,1.0,1.0,0.0,0.3448275862068966,0.375,0.12,0.25675675675675674,0.3
Mt. Baw Baw,13,0.1306514081080555,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646835424894786,0.6534303785000566,0.49128355736285245,0.0,1.0,1.0,0.0,0.27586206896551724,0.25,0.16,0.20270270270270271,0.4666666666666667
Mt. Baw Baw,14,0.07825850022381814,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6910816484810357,0.7004607527116568,0.7520937212567168,0.0,1.0,1.0,0.0,0.27586206896551724,0.25,0.16,0.20270270270270271,0.4666666666666667
Mt. Baw Baw,15,0.06046982347560382,0.0,0.017857142857142856,0.0,0.2931785195936139,0.0,0.02564102564102564,0.3333333333333333,0.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252376620465071,0.6010334195270883,0.7594600700327574,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.20270270270270271,0.0
Mt. Buller,1,0.597711216208326,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4804262754538534,0.6131677639343909,0.9678075228736023,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.3793103448275862,0.375,0.08,0.06756756756756757,0.43333333333333335
Mt. Buller,2,0.52468811428349,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3406449004613102,0.5023585299061462,0.5391392748220943,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.3793103448275862,0.375,0.08,0.06756756756756757,0.43333333333333335
Mt. Buller,3,0.617348825441311,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27292024666843545,0.42275189600241214,0.5604879701796002,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.3793103448275862,0.375,0.08,0.06756756756756757,0.43333333333333335
Mt. Buller,4,0.740079017535665,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27133182195261113,0.4297524793143175,0.566248729244324,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.3793103448275862,0.375,0.08,0.06756756756756757,0.43333333333333335
Mt. Buller,5,0.7870613650960472,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1665198577493525,0.4081506792044235,0.6753642832937988,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.5862068965517241,0.75,0.24,0.3108108108108108,0.36666666666666664
Mt. Buller,6,0.7278760631361787,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1744379142873254,0.23533627801724624,0.33819044391731623,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.5862068965517241,0.75,0.24,0.3108108108108108,0.36666666666666664
Mt. Buller,7,0.6077733014149199,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2570359995101919,0.41975164590158637,0.6286004744154523,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.5862068965517241,0.75,0.24,0.3108108108108108,0.36666666666666664
Mt. Buller,8,0.5054981413362917,0.36363636363636354,0.0,0.0893760539629005,0.6386066763425254,0.7701149425287356,0.38461538461538464,1.0,0.33980582524271846,0.13043478260869565,0.4722222222222222,0.8275862068965517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28201758822270223,0.3977498125475909,0.6689257878685191,0.29535864978902954,0.9192708333333334,0.7568306010928961,0.14527027027027026,0.5862068965517241,0.75,0.24,0.3108108108108108,0.36666666666666664
